Age,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobLevel_updated
26,Travel_Rarely,Delivery,Bachelors,1,Male,2,1,Single,4393,No,4,2,5,2,2,1,1,1,1,L1
43,Travel_Frequently,Product,Masters,3,Male,3,3,Divorced,2996,Yes,3,4,14,0,1,1,1,1,1,L1
49,Travel_Rarely,Product,Masters,3,Male,3,3,Married,4929,No,3,3,16,2,2,3,3,1,3,L2
35,Travel_Frequently,Corporate Functions,Diploma,1,Female,2,2,Single,8801,No,3,4,8,5,3,3,2,3,3,L2
50,Travel_Rarely,HR,Bachelors,2,Female,3,2,Single,10291,Yes,3,3,16,3,3,3,3,2,1,L3
35,Travel_Rarely,Sales,Masters,2,Male,2,1,Single,9085,No,3,3,14,2,2,3,2,1,2,L2
29,Travel_Rarely,Corporate Functions,Masters,1,Male,2,2,Single,3340,Yes,2,1,10,2,3,3,3,3,3,L1
33,Travel_Rarely,Product,Diploma,1,Male,2,2,Married,2706,No,5,4,2,0,3,1,1,1,1,L1
51,Travel_Rarely,Sales,Doctorate,2,Male,3,2,Divorced,5304,No,3,2,10,3,2,3,2,1,2,L2
37,Travel_Rarely,HR,Diploma,4,Male,3,3,Divorced,8296,No,3,1,10,2,2,3,3,2,3,L3
34,Travel_Rarely,Delivery,Diploma,2,Male,2,1,Single,3794,Yes,4,3,5,2,1,2,1,1,1,L1
33,Travel_Rarely,Product,Diploma,2,Male,3,1,Single,8734,Yes,3,3,11,2,3,3,2,1,2,L2
40,Travel_Rarely,Marketing,Diploma,2,Male,3,2,Married,14232,Yes,4,4,22,1,2,2,1,1,1,L4
34,Travel_Rarely,Sales,Bachelors,1,Female,3,2,Single,11479,No,3,2,10,3,3,3,3,1,2,L3
44,Travel_Rarely,Marketing,Diploma,1,Female,3,1,Married,4351,Yes,4,3,5,3,2,1,1,1,1,L2
37,Travel_Rarely,Corporate Functions,Diploma,2,Male,2,2,Single,4829,No,2,1,7,2,3,3,1,1,2,L2
28,Travel_Frequently,Corporate Functions,Masters,3,Female,3,2,Divorced,6762,No,3,1,8,4,1,3,3,1,3,L2
34,Travel_Rarely,Product,Bachelors,2,Male,3,1,Single,8820,No,3,3,12,2,3,3,2,1,2,L2
27,Travel_Rarely,Sales,Diploma,2,Female,3,1,Married,3172,Yes,4,1,7,2,3,2,2,2,2,L1
32,Travel_Rarely,Product,Doctorate,2,Male,3,2,Single,5567,Yes,5,1,8,3,1,2,1,1,1,L2
38,Travel_Rarely,Sales,Doctorate,3,Male,3,3,Single,7720,Yes,3,2,9,2,3,3,3,1,1,L3
36,Travel_Rarely,Corporate Functions,Bachelors,2,Male,3,4,Married,5420,No,3,3,10,2,2,3,2,2,2,L2
37,Travel_Rarely,HR,Bachelors,4,Male,2,4,Divorced,5234,No,3,3,12,0,2,3,3,3,2,L2
32,Travel_Rarely,Corporate Functions,Masters,3,Female,2,1,Single,7071,No,1,1,13,2,1,3,2,1,3,L2
26,Travel_Frequently,Sales,Bachelors,3,Male,2,3,Divorced,2005,No,5,2,4,3,3,2,1,1,1,L1
28,Travel_Rarely,Product,Doctorate,2,Male,2,3,Married,3382,No,3,1,8,3,2,3,2,3,3,L1
43,Travel_Rarely,HR,Bachelors,1,Male,2,3,Married,6800,No,3,1,10,2,3,3,3,1,3,L2
25,Travel_Rarely,Sales,Masters,2,Male,3,3,Single,4278,Yes,3,1,6,2,4,2,2,1,2,L2
34,Travel_Rarely,Corporate Functions,Masters,1,Male,1,3,Married,5454,No,5,4,7,2,2,1,1,1,1,L2
40,Travel_Frequently,Product,Masters,1,Male,3,1,Married,5421,No,3,3,9,4,4,3,2,3,1,L2
39,Travel_Rarely,Delivery,Doctorate,2,Male,3,3,Single,2258,No,3,3,9,3,3,3,3,1,3,L1
35,Travel_Rarely,Corporate Functions,Diploma,4,Female,2,3,Married,6632,No,3,4,8,2,3,3,3,1,3,L2
37,Travel_Rarely,Corporate Functions,Bachelors,1,Female,3,3,Married,3792,No,3,2,8,1,2,3,3,2,2,L1
30,Travel_Frequently,Product,Masters,4,Male,2,1,Married,4870,No,3,3,8,2,3,3,2,1,2,L1
35,Travel_Rarely,Sales,Doctorate,3,Male,2,3,Married,2122,Yes,3,2,6,3,3,1,1,1,1,L1
35,Travel_Rarely,Sales,Doctorate,1,Male,2,2,Single,4720,No,1,2,12,2,2,3,2,2,2,L2
30,Travel_Rarely,Delivery,Doctorate,4,Female,2,1,Single,6668,No,3,1,8,2,1,3,2,1,3,L2
37,Travel_Rarely,Sales,Diploma,3,Male,2,1,Divorced,2606,Yes,3,1,4,1,3,2,1,1,1,L1
46,Travel_Rarely,HR,Masters,1,Male,3,2,Married,17802,No,3,2,26,2,1,3,1,1,2,L4
32,Travel_Rarely,Marketing,Bachelors,3,Male,3,2,Single,5479,No,3,1,6,2,3,3,2,1,1,L2
28,Travel_Frequently,HR,Doctorate,4,Female,3,1,Single,2663,Yes,4,2,6,4,2,2,1,1,2,L1
35,Travel_Rarely,Product,Masters,3,Male,2,3,Single,4840,No,3,3,5,0,2,2,1,1,1,L2
43,Travel_Rarely,Delivery,Bachelors,2,Male,2,4,Married,4628,No,3,1,8,2,2,3,3,2,3,L2
27,Travel_Rarely,Sales,Masters,1,Male,1,2,Married,2215,Yes,4,3,9,3,2,3,3,1,3,L1
30,Travel_Rarely,Corporate Functions,Diploma,2,Male,3,1,Single,1959,No,3,2,1,2,2,1,1,1,1,L1
46,Travel_Rarely,Delivery,Diploma,2,Male,3,2,Divorced,2397,Yes,5,3,5,2,2,2,1,1,1,L1
30,Travel_Rarely,Corporate Functions,Bachelors,1,Female,2,2,Single,1329,No,4,3,1,3,3,1,1,1,1,L1
28,Travel_Rarely,Product,Doctorate,1,Male,2,4,Divorced,2058,No,3,3,7,0,3,3,2,1,1,L1
29,Travel_Rarely,Marketing,Bachelors,4,Male,3,3,Single,3959,No,3,1,7,2,1,3,2,3,3,L1
36,Travel_Rarely,Delivery,Doctorate,1,Male,3,1,Single,2175,Yes,5,1,8,3,1,2,1,1,1,L1
28,Travel_Rarely,Marketing,Bachelors,3,Female,2,2,Married,3891,No,3,1,8,3,2,3,3,2,3,L2
35,Travel_Rarely,HR,Diploma,2,Male,3,3,Married,5753,Yes,3,3,14,5,3,3,3,1,3,L2
30,Travel_Rarely,Corporate Functions,Diploma,3,Male,3,1,Single,8480,No,3,3,10,3,2,3,3,3,3,L2
29,Travel_Frequently,Product,Bachelors,3,Male,3,3,Married,10929,No,5,4,8,0,3,2,1,2,2,L2
30,Travel_Rarely,Marketing,Diploma,3,Female,2,2,Single,3475,No,4,2,5,2,3,2,2,1,2,L1
37,Travel_Rarely,Sales,Masters,1,Male,3,3,Divorced,15946,No,3,2,13,2,3,3,1,1,2,L4
29,Travel_Rarely,Corporate Functions,Diploma,2,Female,2,1,Married,8943,No,2,1,10,2,2,3,3,1,3,L3
26,Travel_Rarely,Product,Masters,1,Male,3,3,Married,4697,Yes,4,1,4,3,3,1,1,1,1,L1
44,Travel_Rarely,Product,Bachelors,1,Male,2,3,Single,2416,Yes,2,3,13,2,3,3,1,1,2,L1
36,Travel_Rarely,HR,Diploma,3,Male,3,1,Single,5008,Yes,4,1,8,2,2,2,1,1,2,L2
31,Travel_Frequently,Sales,Doctorate,1,Male,2,3,Married,2784,Yes,3,4,5,3,3,1,1,1,1,L1
27,Travel_Rarely,HR,Masters,1,Male,1,2,Married,2308,Yes,4,3,8,4,3,2,2,1,2,L1
39,Travel_Rarely,Product,Masters,3,Female,3,1,Married,2064,No,5,2,14,2,1,2,2,1,1,L1
24,Travel_Rarely,Marketing,Masters,1,Female,3,2,Married,3199,Yes,5,2,5,4,2,2,2,1,2,L1
32,Travel_Rarely,HR,Masters,2,Male,3,2,Divorced,4404,No,3,2,10,2,2,3,2,2,2,L2
31,Travel_Rarely,Corporate Functions,Bachelors,1,Male,3,3,Divorced,3377,No,3,1,6,2,3,3,2,1,2,L1
31,Travel_Rarely,Marketing,Masters,3,Female,1,2,Single,3291,No,4,2,5,2,3,2,2,1,2,L1
54,Travel_Rarely,Sales,Diploma,1,Male,3,2,Married,15915,No,3,2,23,2,3,3,1,2,2,L4
34,Travel_Frequently,Product,Bachelors,2,Male,2,4,Married,4758,No,3,1,11,5,2,3,2,2,1,L2
33,Travel_Rarely,HR,Bachelors,2,Male,3,4,Divorced,5158,Yes,3,2,10,0,2,3,3,1,2,L2
37,Travel_Rarely,Corporate Functions,Masters,2,Male,3,2,Single,8149,No,3,2,7,2,2,3,2,2,2,L2
32,Travel_Rarely,HR,Doctorate,2,Male,3,3,Married,3224,No,3,3,9,2,2,3,3,2,2,L1
51,Travel_Rarely,Delivery,Bachelors,3,Male,3,1,Married,18805,No,4,4,22,2,3,2,1,1,2,L4
30,Travel_Frequently,Sales,Masters,1,Female,2,3,Married,2453,Yes,5,2,5,2,3,2,1,1,1,L1
32,Travel_Rarely,Product,Masters,1,Male,1,2,Married,6296,No,3,3,9,3,2,3,2,1,2,L2
29,Travel_Rarely,Delivery,Masters,4,Female,1,1,Single,2403,Yes,5,3,3,4,2,1,1,1,1,L1
42,Travel_Rarely,Marketing,Doctorate,2,Male,2,1,Single,2571,No,3,4,7,0,3,3,3,3,1,L1
38,Travel_Rarely,HR,Diploma,2,Male,3,3,Married,6035,Yes,1,1,8,0,1,3,2,1,2,L2
48,Travel_Rarely,Delivery,Diploma,2,Female,3,2,Married,18572,No,3,1,26,1,2,3,1,1,2,L5
26,Travel_Rarely,Sales,Doctorate,1,Male,2,2,Divorced,2851,No,5,1,1,2,3,1,1,1,1,L1
38,Travel_Rarely,HR,Diploma,2,Male,3,2,Married,5262,No,3,3,16,2,3,3,3,1,3,L2
32,Travel_Frequently,Delivery,Doctorate,3,Male,2,3,Married,2420,Yes,5,2,3,3,2,1,1,1,1,L1
42,Travel_Rarely,HR,Diploma,1,Male,2,1,Married,10113,No,4,2,12,2,2,2,2,2,2,L2
42,Travel_Rarely,Marketing,Masters,2,Male,3,1,Married,12663,No,3,3,21,2,2,1,1,1,1,L3
33,Travel_Rarely,Corporate Functions,Doctorate,3,Male,1,3,Divorced,4120,No,3,2,10,2,3,3,3,2,2,L1
37,Travel_Rarely,Sales,Masters,3,Male,3,3,Married,4747,No,3,4,8,2,3,3,2,1,2,L2
46,Travel_Rarely,Sales,Diploma,1,Male,3,3,Divorced,3332,No,3,2,14,2,2,3,3,1,1,L1
31,Travel_Rarely,Marketing,Diploma,3,Male,3,4,Single,2538,No,3,3,10,2,2,3,2,2,2,L1
36,Travel_Rarely,Corporate Functions,Diploma,1,Male,3,4,Divorced,2797,No,3,2,12,2,3,3,3,2,3,L1
32,Travel_Rarely,Marketing,Diploma,3,Male,3,4,Married,6741,Yes,3,2,12,2,1,3,3,1,2,L2
31,Travel_Rarely,Sales,Masters,4,Male,3,2,Married,2946,No,3,3,9,1,2,3,3,1,2,L1
38,Travel_Rarely,Corporate Functions,Masters,3,Male,3,2,Married,2985,No,3,2,10,1,2,3,2,1,2,L1
39,Travel_Rarely,Sales,Diploma,3,Male,3,3,Single,2367,No,3,2,7,4,3,3,2,1,2,L1
33,Travel_Rarely,Product,Bachelors,4,Male,3,2,Married,2213,No,3,2,10,2,2,3,2,2,1,L1
38,Travel_Rarely,HR,Masters,1,Male,2,3,Married,6763,No,3,1,10,3,3,3,3,1,3,L2
31,Travel_Rarely,Marketing,Masters,3,Male,1,3,Single,4678,No,3,3,8,2,3,3,3,1,3,L2
33,Travel_Rarely,Corporate Functions,Diploma,3,Male,3,3,Married,2900,No,3,2,7,2,2,3,3,1,1,L1
28,Travel_Rarely,HR,Bachelors,3,Male,3,3,Married,2461,No,3,2,9,4,3,3,3,2,3,L1
34,Travel_Frequently,Sales,Bachelors,1,Male,2,4,Married,5018,No,3,2,7,2,3,3,2,1,2,L1
31,Travel_Rarely,Delivery,Diploma,2,Male,2,3,Married,2835,No,3,1,8,5,3,3,2,1,2,L1
33,Travel_Rarely,Corporate Functions,Diploma,3,Female,1,3,Divorced,6138,No,3,2,12,2,3,3,2,1,2,L2
43,Travel_Rarely,Delivery,Diploma,1,Male,3,3,Single,2076,No,3,3,8,4,3,3,2,2,3,L1
37,Travel_Rarely,Delivery,Doctorate,2,Male,3,3,Married,5714,Yes,3,2,15,5,3,3,3,1,3,L2
36,Travel_Rarely,Marketing,Doctorate,2,Male,3,1,Married,3569,No,3,1,7,3,2,3,3,1,3,L1
43,Travel_Rarely,HR,Diploma,3,Male,3,1,Divorced,5960,No,3,2,14,2,3,3,2,2,3,L2
46,Travel_Rarely,Product,Diploma,2,Female,2,3,Married,14958,No,3,2,23,3,3,3,2,1,2,L4
27,Travel_Rarely,Marketing,Diploma,2,Male,3,3,Married,2901,No,3,3,7,2,3,3,3,2,3,L1
33,Travel_Rarely,Marketing,Diploma,2,Male,3,3,Married,4623,No,3,3,9,2,3,3,2,3,3,L1
44,Travel_Rarely,HR,Bachelors,3,Male,3,3,Married,19167,No,3,1,26,2,3,3,2,1,2,L5
28,Travel_Rarely,Sales,Bachelors,3,Male,3,1,Married,4416,No,3,3,9,2,3,3,1,1,3,L2
35,Travel_Rarely,Product,Masters,2,Female,2,3,Married,6290,No,3,3,11,2,1,3,3,1,2,L2
38,Travel_Rarely,Corporate Functions,Doctorate,4,Female,2,4,Married,6232,No,3,1,8,3,1,3,3,1,3,L2
28,Travel_Rarely,Product,Doctorate,2,Male,3,3,Married,4280,No,3,2,7,1,3,3,2,1,1,L1
36,Travel_Rarely,Sales,Bachelors,2,Male,2,3,Single,6098,No,3,2,8,3,3,3,3,2,2,L2
27,Non-Travel,Sales,Doctorate,1,Male,2,1,Married,3838,No,3,1,7,2,2,3,2,1,2,L1
48,Travel_Rarely,Delivery,Masters,1,Male,3,2,Divorced,16521,No,3,2,26,2,3,3,2,1,1,L4
32,Travel_Rarely,Marketing,Diploma,2,Female,2,3,Single,6040,No,3,3,10,3,2,3,2,1,2,L2
31,Travel_Rarely,Corporate Functions,Masters,2,Male,3,2,Single,2855,No,3,2,10,2,3,3,3,1,3,L1
42,Travel_Frequently,Delivery,Diploma,1,Male,3,3,Divorced,5633,No,3,2,7,5,3,3,3,3,3,L2
36,Travel_Frequently,Sales,Masters,3,Male,3,2,Divorced,2311,No,3,4,7,2,2,3,1,2,2,L1
35,Travel_Rarely,Delivery,Doctorate,3,Male,2,3,Married,6611,No,3,1,10,2,3,3,1,1,2,L2
33,Travel_Frequently,Marketing,Diploma,3,Female,3,2,Single,7001,No,3,2,11,2,2,3,3,1,3,L2
30,Travel_Rarely,HR,Bachelors,2,Female,3,2,Married,2971,No,3,3,6,2,3,3,1,1,2,L1
36,Travel_Rarely,Corporate Functions,Bachelors,3,Male,2,3,Married,6618,No,3,1,11,2,3,3,1,1,2,L2
38,Travel_Rarely,Sales,Doctorate,4,Male,2,2,Married,5384,No,3,2,9,1,2,3,2,1,1,L2
38,Travel_Rarely,Delivery,Bachelors,1,Male,2,3,Single,5066,No,3,4,10,0,3,3,1,2,2,L1
33,Travel_Rarely,Product,Masters,3,Female,3,2,Married,3627,Yes,3,1,10,4,3,3,3,2,2,L1
31,Travel_Rarely,Delivery,Diploma,3,Female,1,1,Married,9665,No,3,3,8,2,2,3,2,1,2,L2
37,Travel_Rarely,Product,Doctorate,3,Male,3,3,Married,5245,No,3,2,15,3,2,3,2,2,2,L2
36,Travel_Rarely,Marketing,Masters,3,Male,2,3,Single,2564,No,3,3,7,3,3,3,2,1,2,L1
38,Travel_Rarely,Product,Bachelors,1,Male,3,3,Married,5051,No,3,3,9,2,1,3,1,1,3,L2
32,Travel_Rarely,Product,Diploma,3,Male,2,2,Single,8849,No,3,2,9,3,3,3,2,2,2,L3
32,Travel_Rarely,Product,Masters,3,Female,2,3,Divorced,2907,Yes,3,3,8,2,2,3,3,1,1,L1
43,Travel_Frequently,Marketing,Diploma,2,Male,2,4,Divorced,5584,No,3,3,13,2,3,3,3,1,3,L2
29,Travel_Rarely,Delivery,Masters,2,Female,3,2,Single,4808,Yes,4,1,7,1,3,3,3,2,2,L2
30,Travel_Rarely,HR,Diploma,2,Male,2,2,Married,3763,No,3,3,8,3,3,3,2,1,3,L1
30,Travel_Rarely,Sales,Masters,1,Male,3,2,Married,9681,No,3,2,9,2,3,3,3,1,1,L2
29,Travel_Rarely,Marketing,Doctorate,4,Male,2,3,Married,9845,No,3,3,7,2,2,3,3,1,3,L2
44,Travel_Rarely,Delivery,Bachelors,2,Female,3,1,Married,3275,No,3,3,8,2,2,3,2,1,2,L1
47,Travel_Rarely,HR,Doctorate,2,Female,3,2,Married,4726,No,3,2,13,3,3,3,2,2,3,L2
34,Travel_Rarely,Delivery,Masters,2,Male,3,3,Divorced,5251,No,3,3,11,3,2,3,3,1,3,L2
38,Travel_Rarely,Delivery,Masters,1,Female,3,2,Married,2549,No,3,1,11,2,3,3,3,1,3,L1
39,Travel_Rarely,Product,Masters,1,Male,3,3,Married,5047,No,3,3,10,2,1,3,1,1,3,L2
39,Travel_Rarely,HR,Doctorate,1,Male,3,4,Married,4031,No,3,1,16,2,3,3,3,1,3,L1
35,Travel_Rarely,Marketing,Bachelors,2,Male,2,2,Married,6800,No,3,2,11,3,3,3,2,1,2,L2
28,Travel_Frequently,Corporate Functions,Masters,1,Male,2,1,Married,4620,No,3,2,8,2,3,3,2,1,2,L2
35,Travel_Rarely,Marketing,Doctorate,2,Male,3,3,Single,4626,No,3,3,9,5,3,3,2,1,1,L1
39,Travel_Rarely,Corporate Functions,Doctorate,4,Male,2,2,Single,6175,No,3,3,9,2,2,3,2,1,2,L2
36,Travel_Frequently,Sales,Bachelors,2,Male,3,2,Single,5674,No,3,1,10,2,2,3,2,1,2,L2
55,Non-Travel,Sales,Diploma,4,Female,3,1,Married,19685,No,3,3,30,2,3,3,3,1,2,L5
34,Travel_Frequently,Corporate Functions,Doctorate,2,Male,2,2,Married,5576,No,3,1,11,3,2,3,2,1,2,L2
28,Travel_Rarely,HR,Bachelors,2,Male,1,2,Married,6541,No,3,2,8,1,2,3,3,1,3,L2
29,Travel_Rarely,HR,Doctorate,3,Male,1,3,Married,6433,No,3,4,10,2,3,3,1,1,2,L2
43,Travel_Rarely,Sales,Doctorate,1,Male,3,2,Married,7564,No,3,1,11,3,2,3,3,3,3,L3
31,Travel_Rarely,Corporate Functions,Masters,2,Male,2,3,Married,2347,No,3,2,12,2,3,3,3,2,1,L1
34,Travel_Rarely,Delivery,Diploma,2,Male,3,3,Divorced,7227,No,3,4,10,2,3,3,3,1,1,L2
40,Travel_Rarely,Corporate Functions,Masters,3,Female,3,3,Single,13471,No,3,2,11,2,3,3,2,1,2,L3
37,Travel_Rarely,Delivery,Doctorate,4,Male,3,3,Divorced,8306,No,3,1,10,2,2,3,3,2,3,L3
33,Travel_Rarely,Sales,Diploma,2,Male,2,2,Divorced,8465,Yes,3,1,9,2,3,3,2,1,3,L2
46,Travel_Rarely,HR,Bachelors,1,Male,2,3,Divorced,18084,No,3,3,26,2,1,3,1,1,1,L4
31,Travel_Rarely,HR,Diploma,3,Male,2,1,Divorced,5004,No,3,4,10,2,3,3,3,1,3,L1
31,Travel_Rarely,Product,Doctorate,2,Male,3,3,Married,3745,No,3,2,7,2,3,3,2,1,1,L1
27,Travel_Rarely,HR,Diploma,4,Male,1,3,Single,5061,No,4,1,8,2,3,3,1,1,1,L2
40,Travel_Rarely,Marketing,Masters,3,Female,3,2,Married,3485,No,3,3,9,2,3,3,2,1,2,L1
38,Travel_Rarely,Product,Masters,2,Female,3,4,Divorced,6176,No,3,3,10,2,2,3,2,1,2,L2
33,Travel_Rarely,Delivery,Diploma,2,Female,3,2,Single,4875,No,3,3,10,3,3,3,1,2,3,L2
34,Travel_Rarely,HR,Bachelors,1,Male,3,1,Single,4135,No,3,1,10,4,2,3,3,1,2,L2
26,Travel_Rarely,Corporate Functions,Doctorate,2,Male,3,3,Married,2544,No,3,1,8,3,3,3,3,3,3,L1
45,Travel_Rarely,Delivery,Diploma,4,Male,3,3,Married,3726,No,3,1,10,2,3,3,3,3,3,L1
36,Travel_Rarely,Delivery,Diploma,3,Female,2,2,Married,6036,No,3,2,10,2,3,3,1,1,1,L2
42,Travel_Frequently,HR,Masters,3,Male,3,3,Married,5929,No,3,1,10,2,2,3,2,1,2,L2
30,Travel_Rarely,Marketing,Doctorate,2,Male,2,3,Married,4737,No,3,2,11,2,2,3,3,2,3,L2
36,Travel_Rarely,Corporate Functions,Bachelors,3,Male,3,3,Married,4136,No,3,2,8,3,3,3,1,1,1,L2
29,Travel_Rarely,Delivery,Masters,4,Female,3,2,Married,7603,No,3,2,11,3,2,3,3,1,3,L2
32,Travel_Rarely,Delivery,Masters,3,Female,1,1,Married,5069,No,3,2,10,5,2,3,3,3,3,L2
41,Travel_Rarely,Corporate Functions,Doctorate,3,Male,3,3,Divorced,2414,No,3,1,8,4,3,3,3,1,3,L1
37,Travel_Rarely,Marketing,Masters,4,Female,3,4,Single,6362,No,3,2,7,1,2,3,1,1,2,L2
32,Travel_Rarely,Marketing,Doctorate,3,Female,3,2,Married,2471,No,3,3,8,4,3,3,1,1,3,L1
30,Travel_Rarely,HR,Diploma,3,Female,3,1,Married,9947,No,3,2,7,1,2,3,1,1,1,L2
38,Travel_Frequently,Marketing,Bachelors,3,Male,2,2,Married,4786,No,3,2,14,3,3,3,2,1,3,L2
30,Travel_Rarely,Delivery,Masters,3,Male,3,4,Married,2099,No,3,2,10,3,1,3,2,1,2,L1
30,Travel_Rarely,Corporate Functions,Bachelors,3,Female,3,1,Married,8266,No,3,3,9,2,3,3,2,1,2,L2
26,Travel_Rarely,Marketing,Masters,3,Female,2,1,Married,4135,No,3,1,7,2,2,3,3,1,3,L2
31,Travel_Rarely,Corporate Functions,Doctorate,2,Male,3,3,Married,4742,No,3,3,7,3,3,3,1,1,2,L1
54,Travel_Rarely,Delivery,Masters,2,Male,3,4,Single,16472,No,3,2,28,2,3,3,2,1,2,L4
39,Travel_Frequently,HR,Masters,2,Female,3,2,Married,3312,No,3,2,9,3,3,3,2,1,3,L1
39,Travel_Rarely,Marketing,Doctorate,3,Male,3,2,Married,2975,No,3,2,10,1,2,3,2,1,2,L1
28,Travel_Rarely,Marketing,Diploma,1,Male,3,2,Divorced,4035,No,3,1,7,2,3,3,2,1,2,L1
51,Travel_Rarely,Sales,Doctorate,2,Male,3,2,Married,5307,No,3,2,10,3,2,3,2,1,2,L2
37,Travel_Rarely,HR,Bachelors,3,Male,3,4,Married,2768,No,3,3,13,2,3,3,1,1,3,L1
35,Travel_Rarely,Product,Diploma,2,Male,3,3,Divorced,4804,No,3,3,11,2,3,3,3,2,3,L2
30,Travel_Rarely,Corporate Functions,Doctorate,3,Female,3,2,Married,4704,No,3,2,9,3,3,3,2,1,3,L2
27,Travel_Rarely,Product,Doctorate,2,Male,3,2,Married,5931,No,3,1,7,3,2,3,2,1,2,L2
26,Non-Travel,HR,Bachelors,2,Male,3,3,Married,2101,No,3,3,7,1,2,3,2,1,2,L1
35,Travel_Rarely,Delivery,Doctorate,1,Male,2,3,Divorced,8768,Yes,4,2,11,2,3,3,2,1,3,L2
35,Travel_Rarely,Corporate Functions,Doctorate,1,Female,3,3,Divorced,3850,No,3,2,7,1,2,3,2,2,2,L1
52,Travel_Rarely,HR,Masters,3,Female,3,2,Married,19583,No,3,1,33,1,2,3,2,1,2,L5
26,Travel_Rarely,Delivery,Bachelors,3,Male,3,3,Married,2542,No,3,2,7,4,3,3,3,2,3,L1
36,Travel_Rarely,Corporate Functions,Doctorate,2,Male,2,2,Divorced,2687,No,3,2,8,2,3,3,3,2,2,L1
31,Travel_Rarely,Product,Bachelors,3,Female,1,1,Married,9652,No,3,3,8,2,2,3,2,1,2,L2
44,Travel_Rarely,Product,Bachelors,2,Male,3,3,Married,7435,No,3,2,11,2,2,3,2,1,3,L2
35,Travel_Rarely,Corporate Functions,Diploma,2,Female,3,2,Divorced,5829,No,3,3,10,2,3,3,2,1,3,L2
38,Travel_Rarely,Marketing,Bachelors,3,Male,3,3,Married,6031,No,3,1,9,2,2,3,2,2,1,L2
42,Travel_Rarely,Product,Bachelors,3,Male,3,3,Married,3793,No,3,2,7,0,3,3,1,1,1,L1
29,Travel_Rarely,Sales,Masters,2,Male,3,4,Single,2778,No,3,3,6,3,2,3,2,2,2,L1
25,Travel_Rarely,HR,Doctorate,3,Male,3,3,Married,2507,No,3,1,7,2,3,3,3,3,3,L1
54,Travel_Rarely,Product,Masters,4,Male,3,2,Married,19704,No,3,1,34,3,3,3,1,2,2,L5
34,Travel_Frequently,Sales,Diploma,2,Male,2,4,Married,4749,No,3,1,11,5,2,3,2,2,1,L2
37,Travel_Rarely,Sales,Bachelors,3,Male,3,2,Married,2994,Yes,3,3,7,2,3,3,2,1,1,L1
43,Travel_Rarely,Product,Doctorate,3,Female,2,2,Divorced,5240,No,3,1,9,3,4,3,3,1,1,L2
30,Travel_Rarely,HR,Bachelors,2,Male,3,4,Married,6428,No,3,2,9,2,3,3,2,2,2,L2
35,Travel_Rarely,Marketing,Bachelors,3,Male,3,2,Married,3019,No,3,3,10,1,2,3,3,1,2,L1
38,Travel_Rarely,HR,Bachelors,3,Female,2,3,Married,6261,No,3,1,9,3,1,3,3,1,3,L2
33,Travel_Rarely,HR,Doctorate,4,Male,3,3,Divorced,5961,No,3,3,8,2,3,3,3,1,3,L2
36,Travel_Rarely,Sales,Masters,2,Male,2,2,Married,7483,Yes,3,1,11,2,3,3,2,1,2,L3
34,Travel_Frequently,Marketing,Doctorate,3,Female,3,3,Married,4888,No,3,4,9,2,3,3,2,1,2,L2
36,Travel_Frequently,Product,Diploma,2,Female,3,2,Single,4469,No,3,3,9,4,3,3,1,1,1,L2
35,Travel_Rarely,Product,Masters,2,Female,3,4,Married,2981,No,3,1,9,2,2,3,1,1,2,L1
34,Travel_Rarely,HR,Doctorate,3,Male,3,1,Single,3922,No,3,3,14,3,2,3,1,2,2,L1
32,Travel_Rarely,Delivery,Diploma,3,Male,3,3,Divorced,8373,Yes,3,3,9,3,3,3,3,1,3,L2
36,Travel_Rarely,Corporate Functions,Diploma,3,Male,3,4,Married,3133,No,3,1,7,3,3,3,1,1,2,L1
33,Travel_Rarely,HR,Masters,3,Male,3,3,Married,6814,Yes,3,2,14,2,3,3,2,1,2,L2
34,Travel_Rarely,Sales,Doctorate,3,Male,2,4,Married,8720,No,3,3,9,2,2,3,1,1,3,L2
38,Travel_Rarely,Product,Bachelors,3,Male,3,2,Single,3945,No,3,3,10,2,3,3,3,1,3,L1
38,Travel_Rarely,Marketing,Diploma,3,Male,3,2,Divorced,8193,No,3,1,11,3,2,3,3,3,3,L3
46,Travel_Rarely,Product,Doctorate,1,Male,2,3,Married,5252,No,3,2,16,1,2,3,2,1,2,L2
45,Travel_Rarely,HR,Diploma,2,Male,2,1,Married,2313,No,3,3,9,2,2,3,1,2,2,L1
37,Travel_Rarely,Delivery,Diploma,2,Male,3,4,Married,6754,Yes,3,2,18,1,2,3,2,1,2,L2
46,Travel_Rarely,Product,Bachelors,3,Male,3,3,Married,19636,No,3,3,26,2,3,3,1,1,1,L5
36,Travel_Rarely,Delivery,Diploma,2,Female,3,2,Married,6604,No,3,3,15,2,3,3,2,1,2,L2
39,Travel_Rarely,Delivery,Diploma,3,Female,3,2,Married,6703,No,3,3,9,2,2,3,2,1,2,L2
38,Travel_Rarely,HR,Diploma,2,Female,3,2,Married,6478,No,3,2,8,2,2,3,2,2,2,L2
